song,artist,source,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id.1,uri,track_href,analysis_url,duration_ms,time_signature,kmeans7_cluster
NOT SOBER (feat. Polo G & Stunna Gambino),The Kid LAROI,not_hot,0zdN6ZUGcm4rrzbYKoiJgi,-0.8745924109425285,2.05441011327874,0.47321835767274467,1.0888483291098197,-1.1491117425440602,-0.7855857839242526,-0.966630294528143,-0.15959763296507956,1.3382063094907544,-0.9188318133615347,0.16768740798359866,audio_features,0zdN6ZUGcm4rrzbYKoiJgi,spotify:track:0zdN6ZUGcm4rrzbYKoiJgi,https://api.spotify.com/v1/tracks/0zdN6ZUGcm4rrzbYKoiJgi,https://api.spotify.com/v1/audio-analysis/0zdN6ZUGcm4rrzbYKoiJgi,175238,0.11849181375706473,6
RAPSTAR,Polo G,not_hot,2KtGiBi5CrX2ERPD2PAS34,-0.1934143016881427,1.470425548237103,0.47321835767274467,0.7078426399887596,0.8702373868237248,-0.48907669082008576,-0.9695565710592146,-0.1596888555492744,-0.5634001212549349,0.09413439997303107,-0.27461594925311644,audio_features,2KtGiBi5CrX2ERPD2PAS34,spotify:track:2KtGiBi5CrX2ERPD2PAS34,https://api.spotify.com/v1/tracks/2KtGiBi5CrX2ERPD2PAS34,https://api.spotify.com/v1/audio-analysis/2KtGiBi5CrX2ERPD2PAS34,179640,0.11849181375706473,0
You Right,"Doja Cat, The Weeknd",not_hot,7aRCf5cLOFN1U7kvtChY1G,0.9418825470691667,-1.2072058084963617,1.3054122602515577,-0.8582891405853743,-1.1491117425440602,-0.43638380981663444,-0.7402647661588182,-0.15967053361581518,1.0483703851020063,0.14744841120116614,0.641066418208475,audio_features,7aRCf5cLOFN1U7kvtChY1G,spotify:track:7aRCf5cLOFN1U7kvtChY1G,https://api.spotify.com/v1/tracks/7aRCf5cLOFN1U7kvtChY1G,https://api.spotify.com/v1/audio-analysis/7aRCf5cLOFN1U7kvtChY1G,272113,0.11849181375706473,2
911 - Remix,"Sech, Jhay Cortez",not_hot,7ro0hRteUMfnOioTFI5TG1,-0.22889232821180866,1.0293308235779943,1.0280142927252867,0.9487548451184414,-1.1491117425440602,-0.5435557711795863,-0.40875371257030807,7.956153500683166,-0.4927084323796304,-1.2298302121923224,0.7072121980983069,audio_features,7ro0hRteUMfnOioTFI5TG1,spotify:track:7ro0hRteUMfnOioTFI5TG1,https://api.spotify.com/v1/tracks/7ro0hRteUMfnOioTFI5TG1,https://api.spotify.com/v1/audio-analysis/7ro0hRteUMfnOioTFI5TG1,231704,0.11849181375706473,5
DÁKITI,"Bad Bunny, Jhay Cortez",not_hot,5w40ZYhbBMAlHYNDaVJIUu,-1.3216155451407197,1.6319531938869176,-0.9137714799586105,0.5892085625047313,0.8702373868237248,-0.6900241183756205,-0.9765315315579328,-0.1596888555492744,-0.4502934190544478,-0.6122762487997583,1.5847778060123283,audio_features,5w40ZYhbBMAlHYNDaVJIUu,spotify:track:5w40ZYhbBMAlHYNDaVJIUu,https://api.spotify.com/v1/tracks/5w40ZYhbBMAlHYNDaVJIUu,https://api.spotify.com/v1/audio-analysis/5w40ZYhbBMAlHYNDaVJIUu,184013,0.11849181375706473,0
Miénteme,"TINI, Maria Becerra",not_hot,6ebo7CQn4ILLGvXRmXHhQz,1.176037522125362,-0.548670022385579,-0.9137714799586105,0.7402341969809858,0.8702373868237248,-0.5078317840586024,-0.336598948790463,-0.15960976156891876,0.808018642925971,1.7557544165832395,-1.0522520063816816,audio_features,6ebo7CQn4ILLGvXRmXHhQz,spotify:track:6ebo7CQn4ILLGvXRmXHhQz,https://api.spotify.com/v1/tracks/6ebo7CQn4ILLGvXRmXHhQz,https://api.spotify.com/v1/audio-analysis/6ebo7CQn4ILLGvXRmXHhQz,165275,0.11849181375706473,0
"jealousy, jealousy",Olivia Rodrigo,not_hot,1UMm1Qs3u59Wvk53zBUE8r,0.7148231773177053,1.420724734191006,0.47321835767274467,0.7139160569248019,-1.1491117425440602,-0.29438096101072325,-0.6280240225012814,-0.1596888555492744,-0.6277295581314619,2.0045531356478694,0.23850469126380797,audio_features,1UMm1Qs3u59Wvk53zBUE8r,spotify:track:1UMm1Qs3u59Wvk53zBUE8r,https://api.spotify.com/v1/tracks/1UMm1Qs3u59Wvk53zBUE8r,https://api.spotify.com/v1/audio-analysis/1UMm1Qs3u59Wvk53zBUE8r,156501,-3.1390288966490187,2
Poblado - Remix,"J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander",not_hot,1WedZeiezCmCEOzLwhx0hV,0.913500125850234,1.0852442393798531,-0.6363735124323394,0.3968836928633887,-1.1491117425440602,-0.3363566458778795,-0.5731062300688439,-0.15967117875431727,1.380621322815937,0.6006175066403139,-1.0182989781168394,audio_features,1WedZeiezCmCEOzLwhx0hV,spotify:track:1WedZeiezCmCEOzLwhx0hV,https://api.spotify.com/v1/tracks/1WedZeiezCmCEOzLwhx0hV,https://api.spotify.com/v1/audio-analysis/1WedZeiezCmCEOzLwhx0hV,393280,0.11849181375706473,2
Dynamite,BTS,not_hot,5QDLhrAOJJdNAmCTJ8xMyW,0.4380945704331108,0.8118897621263206,0.19582039014647365,0.7904411103189362,-1.1491117425440602,-0.2050709932082634,-0.9370869273582842,-0.1596888555492744,-0.6227811399101906,1.0049154251203376,-0.3060978199273969,audio_features,5QDLhrAOJJdNAmCTJ8xMyW,spotify:track:5QDLhrAOJJdNAmCTJ8xMyW,https://api.spotify.com/v1/tracks/5QDLhrAOJJdNAmCTJ8xMyW,https://api.spotify.com/v1/audio-analysis/5QDLhrAOJJdNAmCTJ8xMyW,199054,0.11849181375706473,2
The Business,Tiësto,not_hot,2mltIbKkhQqyh8gCzaqxqA,-2.0808453127471704,1.1287324516701873,-0.9137714799586105,0.24950210854875943,-1.1491117425440602,-0.5024731859904548,-0.914237918828,-0.1596888555492744,-0.6531785661265714,-0.23907817020281294,1.2496143634896961,audio_features,2mltIbKkhQqyh8gCzaqxqA,spotify:track:2mltIbKkhQqyh8gCzaqxqA,https://api.spotify.com/v1/tracks/2mltIbKkhQqyh8gCzaqxqA,https://api.spotify.com/v1/audio-analysis/2mltIbKkhQqyh8gCzaqxqA,170683,0.11849181375706473,2
